time,q_layer,c_layer,q_dimension,c_dimension,coupling_strength,phase_coherence,overlap,q_uncertainty_x,q_uncertainty_k,q_uncertainty_product,q_coherence,q_entropy,q_ipr,q_num_peaks,q_x_expectation,c_uncertainty_x,c_uncertainty_k,c_uncertainty_product,c_coherence,c_entropy,c_ipr,c_num_peaks,c_x_expectation,similarity_overlap,similarity_trace_distance,similarity_fidelity,similarity_js_divergence
24.060000000000002,1,3,64,64,0.1999894827823454,1.0,0.9852347952985767,4.164138932123838,17.63747507965901,73.44489664357206,16.318304729684602,2.633193120980822,11.280028342924949,12,1.7529269113507593,4.466572742329284,17.59932123194518,78.60864849810336,17.625558084332727,2.739634775670589,13.284031289201799,14,0.4924954742004872,0.9852347952985767,0.1399298142159022,0.9887474434369807,0.011220559072860856
24.080000000000002,1,3,64,64,0.1999894758557438,1.0,0.9851573436899715,4.169779018910872,17.615654404916643,73.45338614200631,16.16520414143935,2.624022944807477,11.176572750052697,12,1.753713445886444,4.471445817322389,17.581894445441808,78.61648837867452,17.48248566274921,2.7317242007375047,13.178984767488203,14,0.4919477735980894,0.9851573436899715,0.13995311759749252,0.9886918894170854,0.011275451595128824
24.1,1,3,64,64,0.1999894677018968,1.0,0.9850694605796919,4.17478187124786,17.595956316583145,73.45927943774058,16.022695045669103,2.615459689878305,11.081106886188337,13,1.7545869777461587,4.475819292414913,17.56632426815754,78.6236930562358,17.350659640736662,2.72443399315022,13.08343764067424,14,0.491147217171096,0.9850694605796919,0.14004831535904855,0.988627425800102,0.01133919751229961
24.12,1,3,64,64,0.19998945844220525,1.0,0.9849723425408933,4.17912867256574,17.578554000719112,73.46303904665045,15.891666078723805,2.607568951718683,10.99412832545295,13,1.7555473489457545,4.479674937133064,17.552738117974428,78.63056102515023,17.230894595741873,2.717818066488271,12.997855560703604,14,0.4901108672419612,0.9849723425408933,0.14025774155006293,0.9885548676494404,0.011410987884533364
24.14,1,3,64,64,0.19998944820001852,1.0,0.9848672101049465,4.182804921505413,17.563591661062063,73.46507763920184,15.772870611130248,2.60040803031635,10.91603596394594,13,1.7565944872892567,4.482997993282382,17.541241916016308,78.6373523091819,17.123815259797215,2.7119228963774473,12.922607803775152,14,0.4888579684748845,0.9848672101049465,0.14050424998477226,0.988475073942751,0.01148997019989518
24.16,1,3,64,64,0.19998943710140693,1.0,0.9847553178501841,4.185800138016119,17.551184333840798,73.46574980693715,15.666936082189071,2.5940259849160574,10.847140589472927,13,1.757727768536854,4.485776771575605,17.53191968314541,78.64427807578282,17.029957340672567,2.7067875293874835,12.857975986693607,14,0.48741015486192774,0.9847553178501841,0.14078791272180904,0.9883889545012061,0.011575241701239723
24.18,1,3,64,64,0.19998942527635202,1.0,0.984637967719683,4.188107659005556,17.541417952696406,73.46534687750538,15.57437192207978,2.588463787105251,10.787675296606208,13,1.7589453126000523,4.488002293880924,17.52483336882546,78.65149235916961,16.949759958066405,2.702443658478436,12.80416235058293,14,0.48579166521526485,0.984637967719683,0.14110816718770103,0.9882974793275414,0.011665840076526008
24.2,1,3,64,64,0.1999894128602732,1.0,0.9845165246260834,4.189724532016226,17.53434960923134,73.46409471074567,15.495578037844949,2.583754544270369,10.737805345895863,13,1.760243221986674,4.489667991003966,17.520022878245722,78.65908591811699,16.88356024664838,2.6989157449369934,12.7612972868473,14,0.48402955155060856,0.9845165246260834,0.1414636905429961,0.9882016903162347,0.011760731845693472
24.22,1,3,64,64,0.1999893999957947,1.0,0.9843924332164269,4.1906515096123576,17.53000796439082,73.46215433949104,15.430853953904798,2.5799237690169234,10.697637182591473,14,1.7616147751014366,4.490769463142762,17.51750628579864,78.66708229867591,16.831597899523317,2.6962211699282106,12.729445880341995,14,0.48215386050323095,0.9843924332164269,0.14186517309134322,0.98810271472123,0.011858799010013037
24.240000000000002,1,3,64,64,0.19998938683463385,1.0,0.984267234447734,4.190893141014154,17.528393786506243,73.45962529286413,15.380407381435251,2.576989674126297,10.667226427138432,14,1.7630495937467006,4.491304307837282,17.51728022197385,78.67543612254397,16.794020489360314,2.694370402358979,12.708613334321653,14,0.48019776315480955,0.984267234447734,0.1423756562970021,0.9880017795077374,0.011958824814156154
24.26,1,3,64,64,0.19998937353946653,1.0,0.9841425803567306,4.190457950877223,17.529480608948184,73.45655139251501,15.344361463495147,2.574963476587396,10.646584725409621,14,1.764532813315474,4.491272018254568,17.519320425724793,78.68403360689346,16.77088823768689,2.693367173628027,12.698749219760154,14,0.4781976037267779,0.9841425803567306,0.1428981041783431,0.9879002254405789,0.012059479758729917
24.28,1,3,64,64,0.19998936028559441,1.0,0.9840202451154952,4.189358687866479,17.533215514984555,73.45292874393589,15.322760676988752,2.57384969798162,10.635685401410647,14,1.766044295501876,4.490673952902746,17.523582458196117,78.69269530656477,16.762177907899762,2.693208653751071,12.699750558998113,14,0.47619283301061965,0.9840202451154952,0.14342737984897735,0.9877995194245236,0.01215930933436417
24.3,1,3,64,64,0.19998934726220294,1.0,0.983902130179277,4.187612617897345,17.53952006950214,73.44871555491088,15.315575502692088,2.57364645181471,10.634467891146844,14,1.767557936212996,4.489513376210264,17.53000257607327,78.70118105028133,16.767785720605744,2.693885627138312,12.711463811712896,14,0.4742257889279977,0.983902130179277,0.1439568380131172,0.9877012632419541,0.012256725315724575
24.32,1,3,64,64,0.19998933467296603,1.0,0.983790261106148,4.185241828952315,17.548291426138853,73.4438433033216,15.322705899441129,2.574345711189003,10.642840956652497,14,1.7690411345314183,4.487795567705924,17.53849876321196,78.70919701375847,16.787529294709753,2.6953826698155114,12.733685881420023,14,0.47234128526797936,0.983790261106148,0.14447827363944044,0.9876071964693316,0.012350002814618536
24.34,1,3,64,64,0.1999893227357247,1.0,0.983686773535353,4.182273506906423,17.559403643669253,73.43822865599402,15.343983600188087,2.575933552507668,10.66068468791983,14,1.770454500172715,4.485527995672209,17.5489719174055,78.71640483078777,16.821148698960858,2.69767833297697,12.766164304153904,14,0.4705859716898053,0.983686773535353,0.14498192110003855,0.9875191910603831,0.012437285582520297
24.36,1,3,64,64,0.1999893116809546,1.0,0.9835938859455071,4.178740135877693,17.57270924676418,73.43178542556255,15.379173278480838,2.5783903728001167,10.687851302502485,14,1.7717518843645244,4.4827205490344575,17.56130718520601,78.72243258702946,16.86830676806336,2.7007453402829418,12.808596817861737,14,0.46900743488172597,0.9835938859455071,0.14545651770982165,0.9874392349491807,0.012516602186950177
24.38,1,3,64,64,0.19998930174875154,1.0,0.983513857275307,4.174679573684357,17.588041063046255,73.42443576702091,15.427972678148818,2.581691079931322,10.724164753553568,14,1.7728808193852572,4.479385818860159,17.575375431903154,78.72688747081023,16.928588894905985,2.7045508080913088,12.860630540519768,14,0.4676530236109182,0.983513857275307,0.14588944579397625,0.9873694021588524,0.01258589555582025
24.400000000000002,1,3,64,64,0.19998929318411507,1.0,0.9834489283660086,4.170134954678858,17.605214360299453,73.41611978849893,15.490011844533624,2.58580525663709,10.76941916321495,14,1.7737834419452083,4.475539418211091,17.591034826653168,78.72936977381036,17.00150255596246,2.709056498657842,12.92186100506727,14,0.4665684001504788,0.9834489283660086,0.14626696575689102,0.9873118074164081,0.012643067875383884
24.42,1,3,64,64,0.19998928623041146,1.0,0.9834012475236404,4.1651543800976345,17.62402929461577,73.4068028114379,15.564851644028082,2.5906973012568493,10.823376115900173,14,1.7743979524724405,4.471200326327354,17.60813251527063,78.72948784829333,17.08647685845565,2.714219116072268,12.991831307044524,14,0.46579584725606893,0.9834012475236404,0.1465745487002317,0.9872685442673321,0.012686041845426268
24.44,1,3,64,64,0.19998928112105163,1.0,0.9833727822730752,4.159790371152413,17.64427366245874,73.39647968707399,15.651981812343784,2.59632655041566,10.885760880563637,14,1.774660624835079,4.466391240412084,17.62650634660363,78.72687354553845,17.182862411778647,2.7199906531822284,13.070031612977413,14,0.46537239223735893,0.9833727822730752,0.14679731074595426,0.987241607197579,0.012712837797708269
24.46,1,3,64,64,0.1999892780696252,1.0,0.9833652214547643,4.154099082382257,17.66572592797777,73.3851758670289,15.750818800984234,2.6026473918174577,10.956257685804308,13,1.7745083300291629,4.461138915874699,17.645986614167537,78.72119759346681,17.289931819362764,2.7263187949498855,13.15589925110787,14,0.46532784485413314,0.9833652214547643,0.1469205425404428,0.9872328002539468,0.012721664220922026
24.48,1,3,64,64,0.1999892772589723,1.0,0.983379873948026,4.148139300746661,17.688158473002378,73.37294531969621,15.860703524582917,2.609609378632978,11.034504246178619,13,1.7738814768525542,4.455474474057984,17.666397774206462,78.71218433153167,17.406881065063253,2.7331473796880763,13.2488195595035,14,0.46568287918553974,0.983379873948026,0.14693031710981314,0.9872436369283203,0.012711016983101193
24.5,1,3,64,64,0.1999892788299219,1.0,0.9834175721363627,4.141971286258908,17.71134099322618,73.35986583508317,15.980898499782867,2.6171573603275142,11.120085826927577,13,1.7727272097799465,4.449433655495926,17.68756010556469,78.6996252173066,17.53283206827055,2.74041691472679,13.348127600952095,14,0.46644731534652795,0.9834175721363627,0.14687507975559105,0.9872752383234618,0.01267978031048578
24.52,1,3,64,64,0.19998928287063056,1.0,0.9834785893502437,4.135655537758361,17.735043942822596,73.34603269452215,16.11058406683635,2.625231647559217,11.212529226451739,13,1.771002648982095,4.443056996856802,17.709291285780314,78.68339055666141,17.666837038441646,2.748065137764249,13.453110773928492,14,0.46761876857418877,0.9834785893502437,0.146776719243541,0.987328238430955,0.012627320784205592
24.54,1,3,64,64,0.19998928940757954,1.0,0.9835625805546299,4.129251587019189,17.759041913686943,73.3315520060321,16.24885640091174,2.633768230212858,11.311297135638425,13,1.7686779205496468,4.43638991107148,17.731407870235294,78.66343898460529,17.807893675640543,2.7560276101214938,13.563012262695732,14,0.4691818253125752,0.9835625805546299,0.1465615943678875,0.987402706281037,0.012553564701038307
24.560000000000002,1,3,64,64,0.19998929839927715,1.0,0.9836685542572706,4.122816930582107,17.78311682693048,73.31653513258854,16.394730204338572,2.642699066937272,11.4157833827886,13,1.7657387159872886,4.429482652773932,17.75372667570391,78.63982433212027,17.955001545206162,2.764238324033563,13.677035188817317,14,0.4711078755353141,0.9836685542572706,0.14622600526666726,0.9874980944206309,0.012459049543223766
24.580000000000002,1,3,64,64,0.19998930973354673,1.0,0.9837948809957536,4.116406198224373,17.80706081631289,73.30109551642876,16.547146264385905,2.651952461229703,11.525309576535504,13,1.7621881444705336,4.422390155004545,17.77606608714487,78.61269965849964,18.10699356295401,2.7726303038508773,13.794347263969632,14,0.47335567858417726,0.9837948809957536,0.14576940651099843,0.9876132206447767,0.012344942167281332
24.6,1,3,64,64,0.1999893232289648,1.0,0.9839393401239054,4.110070629810862,17.830678685166628,73.28534877349792,16.704969989667248,2.6614535329500866,11.639123606836364,12,1.7580476987542526,4.415171728029912,17.798247275644858,78.58231817991258,18.262683029337452,2.7811361810735047,13.914085711482318,13,0.4758726716263637,0.9839393401239054,0.14519457931598295,0.987746288315324,0.01221301921301614
